name|line
Viral Attacker C|Why you!
Rintaro|Move and I shoot!
Viral Attacker C|...!?
4℃|Too weak, Pussy. But it’s your fault for flirting with the system in that getup of yours. Save that vomit-inducing fashion sense for your bedroom mirror.
4℃|All of your fans are just otakus who wanna do you. Does it really make you that happy to to have a fanbase filled with people like that?
Rintaro|What!?
4℃|Hey, Champion. They say your eyes can see into a man’s soul.
4℃|They say you have the power to read minds, which makes you a cheater even my pure black evil heart can’t abide.
4℃|Basically, ya ain’t human. You’re an ugly angel. ’Cause you peek into the heart of any poor sap who talks to you.
4℃|Everyone, beware! Keep your distance! Or this pussy will steal your every secret by reading your thoughts!
4℃|And then she’ll blackmail you. Hand over your money? Throw your RaiNet match? What will you demand next!?
Rintaro|Faris!
Faris|...ctory
4℃|Ah? What was that?
Faris|...I use Change Directory. Nya.
4℃|You can’t touch my heartstrings with a boring move like that. Is this your huge reversal plan?
4℃|Sorry, but I am the black peacock no woman can resist. The elegant evil New Generation of the RaiNetter realm.
4℃|My cool black brain easily sees through your trick.
4℃|No, that wasn’t even a trick. That was a complete blunder, Champion.
4℃|Heh! I still only have two Virus Cards. One card ain’t enough to clip these jet black wings of mine.
4℃|But if I take just one more Link Card, then it’s the ’End of Grand Cross’ for you!
4℃|By the way, that card you’re protecting way back in your territory...
4℃|That’s the card you used in the opening. The one you equipped with Line Boost and used to attack me, as if inviting me to take it.
4℃|I said it before, but there’s no way a scaredy-cat like you would send a Link Card out where it could be captured.
4℃|In other words, Champion, according to my elegant evil skills of deduction, your last Link Card isn’t the one you’re guarding. It’s one of the two you switched! Heh!
4℃|So I don’t even have to check. This black peacock’s sexual eyes can already see my elegant victory. They can see the contents of your crazy cards!
4℃|You exchanged one Virus and one Link.
4℃|So all I’ve gotta do is take both, and victory belongs to us black noblemen.
4℃|Card Open!
Announcer|A Virus Card!
4℃|The End. The world has dyed black the closing of this RaiNet century.
4℃|The Black Revelations have been fulfilled. The Pussy Champ has fallen from grace to Former Champ. We, the Viral Attackers, now raise the curtain to the highest, grandest, sexiest New Genera--
Faris|What are you talking about, nya?
4℃|Ah...?
Faris|This match isn’t over yet, nyan!
4℃|Wh-what dreamy nonsense are you spewing? The match is already won. You’re just pawing at the ground.
Faris|Why don’t you check the card you just took from Faris, nya?
4℃|...What?
4℃|N-no freaking way! In the name of all that is elegant and evil, that’s just impossible! That’s bullshit!
4℃|There’s no way you’d shoot yourself in the foot by wasting Change Directory to switch two Virus Cards--
Faris|Just turn over the card and see for yourself already, nya♪
Announcer|What!? Just when we all thought the card was a Link Card!
4℃|A V-v-virus Card!!?
Announcer|A HUGE! TURN! A! ROUUUUUUUUUUUUND!!
Announcer|We have our winner! Fariiiis NyaaanNyan! Two time undefeated champion! Congratulatioooons!
Faris|Kyouma!
Rintaro|Congratulations on your victory, Fa--
Faris|Thanks for everything, nyan!
Rintaro|N-no... I can’t have you thanking me like this. I need something else from you.
Faris|What’s that, nya? You mean a kiss isn’t enough, so you want to go on a date, nyan? Aww, Kyouma, you’re so greedy, nyan.
Faris|But you know, Faris doesn’t mind, nya♪
Rintaro|I’m glad those earplugs I gave you did the trick. So get off, it’s too hot.
Faris|I’m sorry for doubting you, nya. It wouldn’t have been such a close game if I just believed you to begin with, nya.
Rintaro|Faris. Now you’ll listen to what I have to say, right?
Faris|Nya?
Rintaro|I brought you sunglasses and earplugs. But I didn’t come up with the idea.
Faris|Really, nya? Then who--
Rintaro|You did.
Rintaro|To be precise, the you two hours from now. The first time, you lost to the Viral Attackers’ underhanded tactics.
Rintaro|And then you asked me to use my time machine to stop them.
Faris|Your time machine...
Rintaro|This was a contract, so to speak. You almost remembered the D-Mail you sent to change the past, even though you should’ve forgotten.
Rintaro|You said that you’d remember if you won the RaiNet tournament.
Faris|???
Rintaro|Well? Do you remember? It’s very important, so I need you to try.
Faris|Hm...
Faris|Faris was probably pulling your tail, nya.
Rintaro|What?
Faris|That Faris was depressed she lost to the Virals, nya? So when she heard about the time machine, she wanted to use it to win, nya.
Faris|Because if she didn’t, she’d be too ashamed to see Papa, nya...
Faris|I’m sure she just played along with Kyouma, and said she remembered... that’s what I think, nya... That’s probably what Faris would do, nya.
Rintaro|No way...
Faris|Kyouma.
Faris|Look into Faris’s eyes, nya.
Rintaro|What?
Faris|Just look, nya.
Faris|Nervous, nya?
Rintaro|O-of course not. I’m busy solving Fermat’s Last Theorem in my head.
Faris|In other words, you’re nervous, nya.
Faris|The truth is, Faris has only one power, nya.
Rintaro|Your power? Do you mean...
Faris|It’s a secret, but I’ll make an exception for Kyouma. Truth is, Faris can read people’s minds, nyan.
Faris|I call my power Cheshire Break.
Faris|Whatcha think, nya? Awesome, nyan?
Rintaro|...I’m an exception? But the Virals knew about it too, didn’t they?
Faris|I had no idea the cat was out of the bag, nya.
Faris|Ever since I was small, I could tell what Papa’s business partners were thinking from the looks on their faces, nya.
Faris|It’s more like intuition or a sixth sense, nya. Based on eye movements, facial expressions, and gestures, I can tell when someone’s lying, nya.
Rintaro|...Wait, so you’ve been using that power at RaiNet tournaments?
Faris|Of course, nya♪ Faris is an entertainer, nyan. It’s my style to get into a tight spot on purpose so I can make a huge turnaround, nyan.
Faris|Besides, if I wear sunglasses, I can’t read my opponent’s thoughts, nyan.
Faris|It’s because of this power that I knew you weren’t lying.
Rintaro|But you wouldn’t go along with me at all in the beginning, though.
Faris|You just rubbed my fur the wrong way, nya.
Faris|And I can tell you’re not lying now either, nya.
Rintaro|...
Faris|Faris used that ’D-Mail’ thing to change the past, nya? I believe you, nya.
Faris|I wish I could remember... but I’m sorry, nya.
Faris|I can’t remember, nyan...
Rintaro|I see...
Rintaro|...?
4℃|Yo.
4℃|I’ve got a word with you, champion. Gaia whispered for me to register an objection.
Faris|An objection?
4℃|You damn pussy. The power to read the minds of your opponents? That’s bullshit! I know you were cheating!
Rintaro|She wasn’t cheating! You’re the ones who were cheating!
Faris|Faris doesn’t use underhanded tricks like you guys, nya.
4℃|The hell you say? I, the black nobleman, swear to the god of the elegant evil realm, that I never cheat! Though sometimes I do other things.
4℃|Okay, you corrupt white Siamese cat? I ain’t gonna accept that defeat. That last Change Directory was a fraud.
Rintaro|You don’t have any proof.
4℃|Heh! You seem clueless, so I’ll tell ya. If I say it’s black, it’s black. That’s the truth of RaiNet.
4℃|By the way, your old man’s some kind of big shot in Akihabara, isn’t he?
4℃|I bet he pulled strings so they’d let you win. That’s what all the hip RaiNetters are saying, you know?
4℃|You’re such a scoundrel. Ya ain’t got a bit of elegant evility. Ya ain’t even a white Siamese cat.
4℃|You’re a fatass pig, crawling in the mud.
Viral Attacker A|Seriously? I thought it went way too well, but you’re telling me it was rigged?
Viral Attacker B|This catgirl’s the worst!
Viral Attacker C|So that’s the kind of person Faris is. A filthy cheater!
4℃|That’s how it is, Champion -- no, SHAMpion.
4℃|On your knees. Bow before me, the Black Lucifer, 4℃. Rub your head on the ground, and beg for mercy.
4℃|And then forfeit your throne. Do all that, and I swear to Lucifer to forgive you for your deeds.
Viral Attacker D|That’s right! Turn down your victory!
Viral Attacker E|And never come back to RaiNet AccessBattlers again!
Viral Attacker F|Quit RaiNet, you bitch!
Rintaro|Let’s go, Faris.
Faris|Nya...?
4℃|Hold it right there!
Rintaro|Hello!?
Itaru|It’s me.
Rintaro|What!? I’m! Busy! Now!
Itaru|You still at the hall?
Rintaro|No!
Itaru|You haven’t seen Faris-tan, have you? Actually, everything’s on fire--
Rintaro|On fire!? What is!?
Itaru|Her blogs and fan sites!
Rintaro|I’m hanging up!
Faris|Kyouma! Those guys! Are still tailing us, nyan!
Rintaro|Tch...!
Rintaro|Haah, haah, whew!
Faris|Haahaah, whew, whewww...
Faris|Kyouma! Look, nya!
Rintaro|What?
Faris|We can’t get in like this, nya...
Rintaro|Let’s get out of here!
Viral Attacker A|There they are!
Viral Attacker B|Text the location!
Rintaro|...!
Rintaro|Wheww, whew, haahaahaah...
Faris|Why are we stopping here, nya? We need to run!
Rintaro|Let’s wait here until those assholes give up.
Rintaro|--whew
Rintaro|Haah, haah... If this were MayQueen, we’d have air conditioning, and I could get something to drink...
Faris|Nya?
Rintaro|Oh, nothing...
Faris|How do you know the name of the maid cafe that was supposed to open here, nya?
Rintaro|Eh...?
Faris|Oh, I know. We opened up the homepage for a little bit to post maid recruiting information, nyan. Did you see it?
Rintaro|...It was supposed to open?
Faris|Faris organyaized the cafe’s plans and passed it through the conference. It was almost a done deal, nyan.
Faris|But at the last moment, Papa put his paw down, and the plan died, nya.
Faris|Papa’s such a blockhead, nya...
Faris|If he left the store to me, it would’ve been the best maid cafe in all of Japan, with mmhmm costumes and hnngtastic maids, nya.
Faris|It would’ve even pulled customers to Akiba from all the way over in Ueno and Ikebukuro. It’s such a waste, nya.
Rintaro|...
Rintaro|Faris... no, Akiha Rumiho.
Faris|Hanyan?
Rintaro|You’re the Akiha daughter and heir, so you go to the Akihabara city development conferences too, right?
Faris|Nnya? I don’t attend, nya.
Rintaro|You don’t? But didn’t you say that...
Faris|Papa’s the one who goes to the conferences, nya. Why would Faris have to go nya?
Rintaro|Then, why did you go to the conferences?
Faris|Like I said, I don’t, nya.
Rintaro|Your dad’s into retro PCs, right?
Faris|Yeah! By the way, we still haven’t found an IBN 5100, nyan.
Rintaro|Has your dad ever sold any or given one away?
Faris|Never, nya. Papa loves all of the PCs he’s collected, nya. He’d never get rid of one, nya.
Rintaro|Do you have any retro PCs, Faris?
Faris|I don’t get Papa’s hobby at all, nya. Faris likes cosplay and anime and cute things, nyan.
Rintaro|...
Rintaro|Let’s say you participated in city development ever since you were a child.
Faris|I’d put moe shops all over Akiba, nya. Just visit ComiMa and you’ll see the wonder of otaku power, nya.
Faris|I’m sure more people would visit Akiba then, nyan.
Rintaro|That aside, if you no longer wanted to participate after participating for all that time...
Rintaro|How would you stop yourself in the past?
Faris|Is this some sorta psychological test, nya?
Rintaro|It’s just a hypothetical question.
Faris|Hm... a dramatic way would be purrfect.
Rintaro|What?
Faris|Like you see on TV, nya. Faris is weak to drama, nya. I probably got that from Papa, nyan.
Faris|For example, if Faris got kidnapped or--
Faris|Kid...napped?
Rintaro|Faris?
Faris|Ugh...
Faris|My head hurts, nya...
Faris|H-hey, Kyouma... Faris has been feeling funny since coming to this storehouse, nya... Even though I only came here once, back when I was a little kitten...
Faris|It feels really... nyastalgic...
Faris|Like I’ve been here... many times, nya...
Faris|Ah...
Faris|I... remember...
Rintaro|Remember what?
Faris|I remember, nya!
Faris|MayQueen+Nyan²!
Faris|Kyouma and Daru-nyan were regular customers, nya. And Mayushii worked here too, nya.
Rintaro|Really? You really remember that?
Faris|And how Kyouma and Daru talked about the time machine at the store, and how I asked to use it in return for helping find an IBN 5100.
Faris|And how later, I convinced Kyouma and Daru-nyan it was weird to compare time to a river.
Faris|And how I took the blood oath to become a lab mem.
Rintaro|And the D-Mail? Do you remember what you sent?
Faris|...
Faris|I remember, but... you said you have to cancel it, nya?
Rintaro|Yes. I need to undo the changes made to the past by your D-Mail.
Faris|You can’t, nya!
Faris|You can’t undo it, nya...
Rintaro|Please listen, Faris! Mayuri’s life depends on it!
Faris|Eh... Mayushii’s...?
Rintaro|If we don’t return the worldline to normal... if I don’t get that IBN 5100, then Mayuri will die.
Rintaro|It know it sounds ridiculous, but it’s the truth.
Rintaro|So please. I need to send another D-Mail and cancel the one you--
Faris|The wish Faris made with her D-Mail...
Faris|The wish Faris made...
Faris|...was to save Papa, who died ten years ago, nya.
Rintaro|--!?
Faris|I exchanged the past where Papa died, for a past where he didn’t die, nyan.
Rintaro|!?
Viral Attacker A|Is Faris really hiding in here?
Viral Attacker B|Someone saw two people who looked like them go inside.
Rintaro|...!
Viral Attacker A|Where are you!?
Viral Attacker B|So you were here, Faris.
Rintaro|Yeah!?
Kurisu|Okabe! Can you hear me!? We called a taxi, but it’ll take some time to get there.
Rintaro|You exposed us to the pursuers. They’re right in front of us!
Viral Attacker A|Hey, come out!
Viral Attacker B|There’s no point in hiding!
Kurisu|I see. Then I’ll lecture you on how to escape. You’re in the same the place you were before, right?
Kurisu|Scatter the flour and make a break for it. OK?
Kurisu|Then switch on the light.
Rintaro|Roger. Over and out.
Faris|!?
Viral Attacker A|What the hell!?
Viral Attacker B|I can’t see! Cough cough!
Faris|Khohkhoh, khohkhohkhoh!
Viral Attacker A|Hey, we found you!
Viral Attacker B|Hehhehhe! You can’t escape!
Faris|Oh no! 4℃ got run over by a car, nya!
Viral Attacker A|Wh-what!? 4℃-san!?
Rintaro|Nice feint, Faris!
Viral Attacker C|You’re not getting away!
Viral Attacker D|Get them!
Faris|Oh no...
4℃|Yo! We got you now.
4℃|I’ll tell ya one thing. You can’t escape my totally bad black aura.
4℃|I always fight the system. And once again, my elegant evil story ends in perfect victory.
Rintaro|Stop. Don’t you lay a finger on me.
Rintaro|If you take another step, the power in my right arm... will break free!
4℃|Always at the front line of the scene stands one man. That one man, is the peacock flapping its black wings.
Rintaro|Gwaaaaah! Calm down, right arm of mine! No! The seal is... coming undone! Run away, all of you! Your lives are in jeopardy!
4℃|I’ll elegantly floor you with my crazy dance. The one chosen by the jet black wings is none other than I.
Rintaro|No... my right hand... my right haaaaand! Please, stop! I don’t want to kill any moooore!
4℃|Hey, what the hell is he doing?
Viral Attacker C|Don’t let him trick you! He’s just a textbook chuunibyou case!
Rintaro|Yeah, like you guys can talk.
Viral Attacker D|Whatever! Just kick his ass!
Rintaro|Very well... then prepare yourselves! Releasing restriction si--
Rintaro|Gweh...
Faris|Kyouma!
4℃|Heh! I told you, man! The coldest ice burns!
Rintaro|That’s frostbite, you idiot--
4℃|Why you!
Faris|Kyouma!
Faris|Stop it, nya! Don’t hurt Kyouma any more!
4℃|Don’t tell me what to do! I only listen to the whispers of Gaia!
Faris|Stop it! Someone, help!
Faris’s Dad|Get inside!
Faris|P-Papa!
Faris|Hang in there, nya!
4℃|W-wait! You’re not getting away!
Faris’s Dad|I really need to thank you, Okabe-kun. Thank you for protecting my daughter.
Rintaro|P-protecting...?
Rintaro|I wasn’t able to do anything against those guys. I was pathetic...
Faris’s Dad|Absolutely not. You saved my daughter’s life.
Faris|Oh, Papa... I thought I told you not to push yourself since you’ve got important work to do. You should listen to me, nya.
Faris|The wish Faris made...
Faris|...was to save Papa, who died ten years ago, nya.
Faris’s Dad|I always keep my promises to you, Rumiho.
Faris’s Dad|I made that decision long ago.
Faris|Papa... thank you, nya.
Faris’s Dad|So you’re looking for an IBN 5100?
Rintaro|That’s right. I heard you were an enthusiastic retro PC collector. Do you know anything about it?
Faris’s Dad|It’s quite unusual for a man your age to know about the IBN 5100.
Faris’s Dad|I did have one. I gave it away, though.
Rintaro|You... gave it away?
Faris’s Dad|Yes. I had a compelling reason.
Rintaro|Did you donate it to Yanabayashi Shrine?
Faris’s Dad|To a shrine? No...
Faris’s Dad|I don’t think Hashida-san, who entrusted the IBN 5100 to me, could ever forgive me for what I did...
Rintaro|Hashida? As in Hashida Suzu?
Faris’s Dad|This is an old story... a story from before my company got as big as it is.
Faris’s Dad|Rumiho was kidnapped. The kidnapper demanded an unthinkable ransom.
Faris’s Dad|Maybe I should have mortgaged the company instead.
Faris’s Dad|But at that moment, someone appeared, like a godsend, offering a large sum of money to buy my IBN 5100.
Faris’s Dad|I sold it, which gave me enough to prepare Rumiho’s ransom.
Faris|Let’s not talk about that, nya...
Rintaro|So who was the buyer?
Faris’s Dad|Hmm, a French businessman, I believe. I think I still have his contact information. Would you like it?
Rintaro|...
Faris|Kyouma?
Rintaro|Oh, Faris. Still awake?
Faris|May I come in?
Faris|...Um. Thanks for earlier.
Faris|When the Viral gang started chasing me, I was really scared.
Faris|That was the first time I ever felt such black emotion from a huge crowd of people.
Rintaro|Those guys were obsessed with black.
Faris|Come on. I’m trying to be serious.
Faris|Does it still hurt?
Rintaro|No, I’m fine.
Faris|Kyouma... I mean, Okabe-san. I don’t know what would’ve happened if you hadn’t been there. I shiver just thinking about it.
Rintaro|Don’t correct yourself like that. Just call me what you usually do.
Faris|Anyway, Kyouma, I can’t thank you enough. Thank you, honestly...
Faris|You know, Kyouma... You’re my prince.
Rintaro|I am not a prince! I am an insane mad scientist and--
Rintaro|...!?
Rintaro|F-Faris...?
Faris|I want you to call me Rumiho.
Rintaro|No, Faris is Faris, remember?
Faris|Hey... I think it’s time to end this.
Rintaro|...
Faris|You went back in time, and risked your life to save me.
Faris|So, I want to grant your wish too.
Rintaro|But...
Faris|It was on my eighth birthday.
Faris|I wanted Papa to take a break from work so he could spend time with me.
Faris|Papa’s company wasn’t as big back then, so he worked every day, from morning to night. I never got to see him.
Faris|The present I wanted most was for him to spend one whole day with me.
Faris|And Papa promised. He promised he’d spend the entire day with me, no matter what.
Faris|But...
Faris|Something came up, and he had to break his promise the day before.
Faris|I was so afraid that Papa didn’t really love me.
Faris|So on my birthday, I ran away from home. I wanted to make Papa worry.
Faris|...The plane Papa was on made a bad landing.
Faris|Only one person died in the accident. Everyone else was unharmed.
Faris|The one casualty... was Papa...
Rintaro|...
Faris|I couldn’t believe the world would be so cruel to me.
Faris|’I hate you, Papa! You should just die!’
Faris|Those were the last words I ever said to him.
Faris|...And that’s how our relationship ended, forever.
Faris|I loved him... so why? Why did I say those things to him? I always felt guilty because of what I said.
Faris|I always wished I could go back in time... change what happened.
Faris|When I heard you talking about your time machine, I thought I was being given a chance.
Rintaro|Faris... Rumiho. That’s enough for today. You don’t have to say anything more.
Faris|No. Let me finish.
Faris|I’m okay now. Papa came to save me... so I know how much he really loves me.
Faris|I really enjoyed having this time to spend with him. It was like a gift to us from heaven.
Faris|But now you need to change things back to the way they were.
Rintaro|But...
Faris|Mayushii’s a very important friend to me. If Mayushii’s in danger, I’ll do anything to save her.
Rintaro|...I’m sorry.
Faris|Weren’t you listening? This current reality isn’t reality at all, but rather, a gift to my father and me.
Faris|Or maybe I should call it a dream. Papa doesn’t belong in this time. You’re just turning things back to normal.
Faris|Thank you for letting me have this dream, Kyouma.
Rintaro|Are you... really okay with that?
Faris|...
Faris|A-actually... I’m not okay at all...
Faris|I remember how things were before the world changed...
Faris|But I also remember how everything was after the world changed, you know?
Faris|I’m actually kind of freaking out right now.
Faris|What happened before the change and after the change are all mixed up inside me. I don’t know which one is real anymore.
Faris|But if I try to fight it, it’ll just make you sad, won’t it?
Faris|I don’t want to make you sad. You are my prince, after all.
Rintaro|We can do something! There might be a world where you don’t lose your dad and Mayuri doesn’t die! If we try--
Faris|It’s okay. I’ve accepted it.
Faris|I don’t want to run away anymore.
Rintaro|...Thank you.
Faris|Hey, is it okay if I cry a little? Before we change things back, is it okay... if I cry for Papa?
Faris|Kyouma...
Rintaro|Faris...
Faris|I’ll go say my last goodbyes to Papa now, nyan.
Faris|Let me be alone with Papa for a while, nya.
Rintaro|...
Faris|...
Faris|Don’t be like that, Kyouma. You’ve done nothing wrong, nyan.
Rintaro|But...
Faris|NyanNyan♪ No more talking, nyan!
Rintaro|...Okay.
Faris|Um... when we change things back, will my memories of this world disappear, nya?
Rintaro|...Of course not. You’ll remember.
Rintaro|You have memories from both worlds right now, don’t you?
Faris|Is that why you were so desperate to help Faris, nya?
Rintaro|That’s... open to your interpretation.
Faris|Faris...
Faris|Doesn’t want to forget her time with Kyouma, nya.
Rintaro|...Thank you.
Faris|Bye bye... Papa.
Faris|Kyouma...?
Rintaro|I won’t let this dream end yet.
Rintaro|Let’s try another way.
Rintaro|I... can’t kill your dad.
Faris|Kyouma...
Faris|I’m sorry, nya.
Faris|Faris led you astray, nya.
Rintaro|No, it’s okay. This is my decision.
Faris|Do you have something in mind, nya?
Rintaro|It’s a gamble...
Rintaro|But we can change the contents of the D-Mail you sent.
Faris|We’re not going to cancel the first prank mail, nya?
Rintaro|Exactly.
Rintaro|I win as long as I get back the IBN 5100. Your father doesn’t need to die.
Rintaro|Uh, we’re talking about a game...
Rintaro|I think we should send a D-Mail that says something like...
Rintaro|’Give the IBN 5100 to Okabe Rintaro.’
Faris|But you know, back then, Papa’s company was down and he didn’t have much capital, nya.
Faris|I doubt you could say anything to stop him from selling the IBN 5100 if he needed money to save me, nyan.
Rintaro|That depends on what we send. If we make it seem like it came from the kidnappers, then your father has to find another way.
Rintaro|He’s a retro PC collector, so he should have plenty of other PCs he could sell, right?
Faris|He wouldn’t get enough money with those, nyan. Back then, the IBN 5100 was the only one people would pay through the nose for, nyan.
Rintaro|Then this is something only you can pull off.
Rintaro|I’ll say it again. This is only a bet.
Rintaro|How will the worldline change? What will that new worldline bring? I don’t have the answers.
Rintaro|It may become a world where neither Mayuri nor your father can be saved, but it could also be one where both can.
Rintaro|There’s no way to be sure, but I can’t leave things the way they are. I can’t let Mayuri die. And I can’t let your dad die.
Faris|If that’s your decision... then it’s okay with me, nyan.
Rintaro|...Really?
Faris|I know that you’re trying to save Papa, nyan.
Faris|And I’m really grateful for that, nyan.
Faris|I think I’m falling in love with you, nya.
Rintaro|D-don’t tease me like that.
Faris|But I’m not just teasing, nyan.
Faris|Does Kyouma hate girls like me, nya?
Rintaro|...
Rintaro|N-no wonder you’re MayQueen’s number one maid! You know how to flatter your customers...
Faris|...I don’t like it when Kyouma dodges the question, nya. 
Rintaro|Faris... let’s do this together.
Rintaro|It’ll come out all right... trust me.
Faris|I guess you’re never gonna answer me, nya...
Faris|...I’m with you, Kyouma. Let’s send that D-Mail, nya.
Rintaro|There’s no turning back.
Faris|It hope I still remember you, nya, after the worldline changes.
Rintaro|Even if you forget, I’ll remember.
Faris|Kyouma, I wannya hold hands.
Rintaro|Go for it, Faris.
Faris|Sending... nyan.
Rintaro|Wha...!?
Rintaro|This is...
Rintaro|All the moe stores are back...
Nae|Um... wh-who are you? What do you want?
Rintaro|Sorry for the sudden visit. I’m done.
Rintaro|By the way, your old man’s the one who showed me how to get here.
Nae|Who are you? Please, get out. If you don’t, I’ll call the police. And my daddy’s really, really strong.
Rintaro|...?
Rintaro|Who am I? Come on. We’ve met any number of times.
Nae|...?
Rintaro|I rent out the second floor of your old man’s shop. Remember?
Nae|H-help, Daddy!
Rintaro|Whoa! Now hold on a second.
Nae|If you touch me, I’ll bite my tongue and die!
Rintaro|I’m not gonna touch you, okay? You really don’t remember me?
Rintaro|We’ve never met?
Rintaro|Oh... sorry about that. I’m friends with your old man.
Rintaro|I’m done here, so I’ll be going now.
Rintaro|So MayQueen exists...
Mayuri&Faris|Welcome back, Myaster♪
Rintaro|Faris... Mayuri...
Rintaro|Thank god...
Mayuri|No, Master! It’s Mayushii NyanNyan♪.
Mayuri|You’re Feris-chan’s Duel Partner, aren’t you?
Mayuri|Feris-chan, did you tell him Mayushii’s real name?
Faris|Hmmya? I don’t remember telling him, nya.
Faris|But you do call yourself Mayushii, so maybe he guessed, nya.
Mayuri|Oh! Ehehe!
Rintaro|...?
Faris|Kyouma!
Faris|Thanks for coming, nya. But please don’t act like my boyfriend in front of the customers, nya?
Rintaro|Your... boyfriend?
Faris|Dummy! You can’t use that word, nya! We can sweet talk all we want after work’s over, so control yourself until then, nya?
Rintaro|What are you talking about?
Faris|Nyanya? Oh, I see. You get it, nya. You’re one cool cat, nya.
Mayuri|C’mon, Feris-chan! You can’t flirt with him here!
Faris|Nyahaha. What do you mean, Mayushii? I did no such thing, nya.
Rintaro|Mayuri, do you remember Daru and Kurisu?
Mayuri|...?
Mayuri|Daru? Kurisu? Who?
Rintaro|Where’s our laboratory?
Mayuri|Laboratory?
Faris|Love hotel?
Rintaro|Ow. Ow! What are you doing!?
Faris|Kyouma! What’s this about, nya? Don’t tell me you made plans to meet Mayushii at a love hotel, nya?
Faris|Kyouma’s such a pervert to think about doing immoral things with a minor like her, nya.
Rintaro|Laboratory, not love hotel! Don’t mix them up!
Faris|Laboratory? What do you mean by laboratory, nya?
Rintaro|Laboratory. As in, the Future Gadget Laboratory...
Rintaro|You remember, don’t you, Mayuri? The Future Gadget Laboratory!
Mayuri|Um, Mayushii doesn’t know what that is. Sorry...
Faris|Anyway, why do you keep talking to Mayushii, nya? You trying to flirt right in front of your girlfriend, nya?
Rintaro|...
Faris|If that’s how you’re gonna be, then I’m gonna have to ask you leave, nya. So what’ll it be, nya?
Rintaro|R-right. Sorry...
Rintaro|Daru! There you are.
Itaru|Hey, what’s your relationship to Faris-tan?
Rintaro|What?
Itaru|I’ve seen you somewhere before. Where was it... Anyway, you’re being way too familiar with Faris-tan. Are you a filthy normal? You are, aren’t you?
Rintaro|Woah, Daru. Just what are you...
Rintaro|Have we met before?
Itaru|Course not. This is your first time here, right? As a regular customer, I make sure to remember the other customers’ faces.
Rintaro|No, I’m pretty sure I count as a regular here.
Itaru|This taste... is the taste of a liar.
Rintaro|How can you tell without even licking me?
Itaru|Anyway, answer me. What’s your relationship to Faris-tan?
Rintaro|I’m...
Itaru|Not direct enough? Fine. Question one. What is your name?
Rintaro|I’m... Hououin Kyouma.
Itaru|Seriously!?
Itaru|Oh, yeah! Yeah! Now I remember! I was sure I’d seen you somewhere before!
Itaru|You’re Faris-tan’s Duel Partner, Hououin-shi! Wow, I feel like an idiot!
Itaru|It’s an honor to meet you! I’m a big fan of you and Faris-tan! I saw that last semifinal!
Rintaro|Eh... hey, wait, Daru...?
Itaru|Daru? How do you know my nickname?
Rintaro|Ah, well...
Rintaro|I... see...
Itaru|Man, tomorrow’s the finals, huh! Beat the shit outta those Viral Attackers for me.
Rintaro|The finals...?
Rintaro|Hey... do you know someone named Makise Kurisu?
Itaru|Oh yeah, she’s that genius girl whose thesis got published in that big academic journal, right?
Rintaro|Have you met her?
Itaru|She gave a lecture at ATF a couple weeks back. I saw it. She was pretty cute, hehehe.
Itaru|Why do you ask?
Rintaro|Just wondering...
Faris|Papa...?
Faris|He went to work today, nya. What about him, nyan?
Rintaro|So your dad... is still alive?
Faris|Of course he is, nya. Why would you ask something like that, nya?
Faris|You’ve been acting weird today, nyan. What’s wrong, nya?
Rintaro|Nothing...
Rintaro|Is it true that you and I... are a couple?
Faris|Eh...
Faris|D-don’t tell me Kyouma was only playing with Faris, nya?
Faris|You’re terrible, nya... How could you play with the heart of a pure 17-year-old maiden!?
Rintaro|...
Rintaro|I won’t let you go anywhere.
Rintaro|I won’t let anyone take you away.
Rintaro|Hahaha...
Faris|Kyouma? What’s with this chuunibyou aura, nya!? We’re in the middle of an important conversation, nyan!
Rintaro|Hey, Faris... It looks like I have amnesia now...
Faris|That’s the world famous mad scientist for you, nya. Did the Organyaization land a headshot and make you lose your memories, nya?
Faris|Kyouma knew about the location of the stolen nyuclear weapons, and the Organization desperately tried to take back those memories, nya.
Rintaro|...
Faris|...Kyouma?
Faris|...
Rintaro|...
Faris|No way...
Faris|Really...?
Rintaro|Yeah...
Faris|So that’s why you’ve been acting strange, nya...
Faris|This is terrible, nya! Since when? What happened?
Rintaro|The worldline changed. Not like you’d understand what that means.
Rintaro|I’d call myself a space-time castaway.
Faris|This is no time for jokes, nya! This is a serious scene, nya! I’m worried about you, so answer me honestly, nyan!
Rintaro|Not one word I’ve said is a lie.
Rintaro|You of all people should know, right?
Faris|Well... yes, nya... but...
Rintaro|Please, tell me about our relationship. Tell me who I am.
Faris|You... really don’t remember?
Faris|Faris and Kyouma met at a RaiNet tournament, nya. It was at a small shop in Akiba, but as our life-or-death struggle unfolded, we understood each other’s hearts, nya.
Faris|Then we hit it off, and Faris and Kyouma became partners, nya.
Faris|We were a perfect match, and kept advancing even to the grand championships, hardly losing a single match, nya.
Faris|And then... as we fought side by side, Faris... started to want to know more about Kyouma... I couldn’t stop thinking about you...
Faris|That’s when Faris began... to fall in love with Kyouma, nya...
Faris|I wanted to be together as partners, not only in RaiNet, but in private, too, nyan...
Faris|So, after we won that last semifinal, I made up my mind and confessed, nya.
Faris|And when Kyouma said he loved me too... we shared a sweet kiss, and officially became lovers, nya.
